Number Of Executions, Total Milliseconds,  Milliseconds per execution, Type
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Apache Aries (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,MckoiSQLDB Driver).as(default)"
     1,     48,    48.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CatalogoUnidadNegocioBOImplBean_java.html)"
     1,     55,    55.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, Empleado_java.html)"
     1,     61,    61.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.54.html)"
     1,     68,    68.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.30.html)"
     1,     35,    35.00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[ANNOTATION]).as(2e8e0c2d-0750-41e3-85ab-a7e6d9937f0c)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,SNMP4J (embedded)).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Kotlin Logging (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Akka Testkit (embedded)).as(default)"
     1,     62,    62.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.48.html)"
     1,     55,    55.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, Turno_java.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Ignite JTA (embedded)).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JBoss Transactions (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Hibernate Mapping).as(default)"
     1,    195,   195.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, PdfPKCS7_java.html)"
     1,    346,   346.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, SolicitudDotacionDAOImplBeanLocal_java.html)"
     1,     43,    43.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CatalogoModuloSistemaDAOImplBeanLocal_java.html)"
     1,     65,    65.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MovimientosS018PK_java.html)"
     1,     70,    70.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.11.html)"
     1,     51,    51.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, RecepcionDAOImplBeanLocal_java.html)"
     1,    138,   138.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, EmailMessageImplBean_java.html)"
     1,     78,    78.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, Bitacora_java.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JMock (embedded)).as(default)"
     1,     41,    41.00, Query.fromType(org.jboss.windup.rules.apps.javaee.model.JPANamedQueryModel).as(default)
     1,     65,    65.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CatalogoPlazaBOImplBean_java.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Oscache (embedded)).as(default)"
     1,    110,   110.00, "FreeMarkerIterationOperation.render(/reports/templates/dependency_report.ftl, dependency_report_global.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JUnit (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,WSO2 (embedded)).as(default)"
     1,     64,    64.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.35.html)"
     1,      0,     0.00, Query.as(8e48f820-d448-409f-980b-4298691ecbf6)
     1,     66,    66.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, DivisaDAOImplBeanLocal_java.html)"
     1,     29,    29.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MultipartRequest_java.html)"
     1,      4,     4.00, "Query.fromType(org.jboss.windup.rules.apps.xml.model.XmlFileModel).gremlin().has(rootTagName,EQUALS,process-definition).as(default)"
     1,      4,     4.00, "Query.fromType(org.jboss.windup.rules.apps.xml.model.XmlFileModel).gremlin().has(rootTagName,EQUALS,ejb-jar).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Microsoft SQL Driver).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Vlad (embedded)).as(default)"
     1,    409,   409.00, "FreeMarkerIterationOperation.render(/reports/templates/report_index.ftl, report_index_AdministracionEfectivo_EAR_module.html)"
     1,      3,     3.00, "Query.fromType(org.jboss.windup.rules.apps.xml.model.XmlFileModel).gremlin().has(rootTagName,EQUALS,orion-web-app).as(default)"
     1,      0,     0.00, Query.fromType(org.jboss.windup.rules.apps.javaee.model.JNDIResourceModel).as(default)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Morphia).as(default)"
     1,     19,    19.00, Query.fromType(org.jboss.windup.graph.model.ArchiveModel).gremlin()org.jboss.windup.config.query.Query$1@2ac841fb.as(default)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Infinispan (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Clustering EJB).as(default)"
     1,      4,     4.00, "Query.fromType(org.jboss.windup.rules.apps.xml.model.XmlFileModel).gremlin().has(fileName,EQUALS,ibm-web-bnd.xmi).as(default)"
     1,     87,    87.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CatalogoDiasInhabilesBOImplBean_java.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Trimou (embedded)).as(default)"
     1,     81,    81.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, AtmGridMB_java.html)"
   102,     30,     0.29, GraphService.findAllByProperty(sha1Hash)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,PostgreSQL Driver).as(default)"
     1,     58,    58.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.70.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Scalate (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,OAUTH (embedded)).as(default)"
     1,     94,    94.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, Plaza_java.html)"
     1,     50,    50.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.96.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Amazon SQS Client (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Weka (embedded)).as(default)"
     1,     70,    70.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.99.html)"
     1,     71,    71.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, EnvaseDAOImplBeanLocal_java.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,OpenPojo (embedded)).as(default)"
     1,     45,    45.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.88.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JPA Matchers (embedded)).as(default)"
     1,     80,    80.00, "FreeMarkerIterationOperation.render(/reports/templates/dependency_report.ftl, dependency_report_1111_1_0_SNAPSHOT_ear.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,WebSphere EJB).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,TieFaces (embedded)).as(default)"
     1,     58,    58.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, ConsultasyReportesDAOImplBeanLocal_java.html)"
     5,     65,    13.00, Query.fromType(org.jboss.windup.graph.model.WindupConfigurationModel).as(default)
     1,     39,    39.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.75.html)"
     1,      3,     3.00, "Query.fromType(org.jboss.windup.rules.apps.java.model.JarArchiveModel).gremlin().has(fileName,REGEX,.*camel.*\.jar$).as(default)"
     1,    274,   274.00, "FreeMarkerIterationOperation.render(/reports/templates/jpa.ftl, jpa_AdministracionEfectivo_EAR_module.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Apache Struts (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,WSDL (embedded)).as(default)"
  3778,    283,     0.07, isReportableFile
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Scribe (embedded)).as(default)"
     1,     55,    55.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CatalogoPlazaDAOImplBeanLocal_java.html)"
     1,     53,    53.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, ConsultasyReportesProcesadoraBOImplBean_java.html)"
     1,     36,    36.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, DenominacionesDivisaGridMB_java.html)"
     1,     66,    66.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.32.html)"
     1,     55,    55.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.59.html)"
     1,     59,    59.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CpaeGridMB_java.html)"
     1,      0,     0.00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD_CALL]).as(b5b48e98-7079-438f-b9d6-415db9afd600)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Logging Utils (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Jukito (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Ickenham (embedded)).as(default)"
     1,      3,     3.00, Query.fromType(org.jboss.windup.graph.model.ArchiveModel).gremlin()org.jboss.windup.config.query.Query$1@275b4211.as(default)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,SAML (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Acegi Security (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,ButterFaces (embedded)).as(default)"
   423,   1793,     4.24, JavaClass.evaluate
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,TensorFlow (embedded)).as(default)"
     1,      0,     0.00, Query.fromType(org.jboss.windup.rules.apps.javaee.model.JaxWSWebServiceModel).as(default)
     1,     39,    39.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, TipoDeMovimientoDAOImplBeanLocal_java.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JBoss Cache (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Nuxeo JTA/JCA (embedded)).as(default)"
     1,     72,    72.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MovimientosS711_java.html)"
     2,      0,     0.00, Query.fromType(org.jboss.windup.rules.apps.javaee.model.JmsConnectionFactoryModel).as(default)
     1,     80,    80.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, Verificacion_java.html)"
     1,     77,    77.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.66.html)"
     1,    925,   925.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, ProcesadoraPK_java.html)"
     1,   5512,  5512.00, "FreeMarkerIterationOperation.render(/reports/templates/java_application.ftl, ApplicationDetails_AdministracionEfectivo_EAR_module.html)"
     1,     59,    59.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, UnidadDeNegocioPK_java.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,FreeMarker (embedded)).as(default)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JFunk (embedded)).as(default)"
     1,     68,    68.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CatalogoSIRHDAOImplBeanLocal_java.html)"
  1713,    101,     0.06, GraphService.addTypeToModel
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Apache Camel (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,HttpUnit (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Concordion (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Spring Batch (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,HSQLDB Driver).as(default)"
     1,     61,    61.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, SirhMB_java.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Thymeleaf (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Airframe (embedded)).as(default)"
     1,     84,    84.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CatMensajesAeweb_java.html)"
     1,     55,    55.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, SolicitudDotacionGridMB_java.89.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Cassandra Client).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Bouncy Castle (embedded)).as(default)"
     1,     67,    67.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CatalogoAtmBOImplBean_java.html)"
     1,     35,    35.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, HistTurnoEnOperacionDAOImplBeanLocal_java.html)"
     1,      4,     4.00, "Query.fromType(org.jboss.windup.rules.apps.xml.model.XmlFileModel).gremlin().has(rootTagName,EQUALS,beans).as(default)"
     1,     35,    35.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CatalogoEmpleadosDAOImplBeanLocal_java.html)"
   665,     96,     0.14, getTagsFromFileClassificationsAndHints
     1,     75,    75.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MessageDAOImplBean_java.html)"
     1,     51,    51.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, EtvDAOImplBeanLocal_java.html)"
     1,     98,    98.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CatalogoAtmDAOImplBeanLocal_java.html)"
     1,      0,     0.00, Query.fromType(org.jboss.windup.rules.apps.javaee.model.ThreadPoolModel).as(default)
     1,    640,   640.00, "FreeMarkerIterationOperation.render(/reports/templates/application_list.ftl, ../index.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Logging to file system).as(default)"
     1,    280,   280.00, "FreeMarkerIterationOperation.render(/reports/templates/migration-issues.ftl, migration_issues.1.html)"
     1,     39,    39.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.81.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Jasypt (embedded)).as(default)"
   333,      0,     0.00, projectModelToApplicationIndex
     1,    133,   133.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, VerificacionPK_java.html)"
     1,    127,   127.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.80.html)"
     1,    268,   268.00, "Query.fromType(org.jboss.windup.graph.model.resource.FileModel).gremlin().has(isDirectory,EQUALS,false).has(filePath,REGEX,.*\.properties$).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,HighFaces (embedded)).as(default)"
     1,     19,    19.00, "FreeMarkerIterationOperation.render(/reports/templates/about_windup.ftl, about_AdministracionEfectivo_EAR_module.html)"
     1,     32,    32.00, "FreeMarkerIterationOperation.render(/reports/templates/dependency_graph.ftl, dependency_graph_report.1.html)"
     1,     66,    66.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.12.html)"
     1,      3,     3.00, "Query.fromType(org.jboss.windup.rules.apps.xml.model.XmlFileModel).gremlin().has(rootTagName,EQUALS,jboss-web).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JPA XML).as(default)"
     1,    602,   602.00, "FreeMarkerIterationOperation.render(/reports/templates/migration-issues.ftl, migration_issues.2.html)"
     1,     33,    33.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CatalogoFacadeImpl_java.html)"
  2306,     30,     0.01, JavaClassService.resolveByQualifiedName(qualifiedClassName)
     1,    162,   162.00, GraphService.findAllWithoutProperty(skipDecompilation)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Talend ESB (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Apache Mahout (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Cache API (embedded)).as(default)"
     1,      0,     0.00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[CONSTRUCTOR_CALL]).as(0b575e78-303d-4717-a314-e6349ca3aec2)"
   377,      0,     0.00, iterableToList
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JCunit (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Java EE JSON-P).as(default)"
     1,      5,     5.00, "Query.fromType(org.jboss.windup.rules.apps.xml.model.XmlFileModel).gremlin().has(fileName,EQUALS,ibm-webservices-ext.xmi).has(rootTagName,EQUALS,WsExtension).as(default)"
     1,     40,    40.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, ReporteFacadeImpl_java.html)"
     1,     44,    44.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.53.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,SubCut (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,WebSphere Web XML).as(default)"
     1,     18,    18.00, Query.fromType(org.jboss.windup.rules.apps.javaee.model.JPAEntityModel).as(default)
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Apache Hadoop (embedded)).as(default)"
     1,    345,   345.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CuentasMayor_java.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Bean Validation).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Camel Messaging Client (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Apache Commons Logging (embedded)).as(default)"
     1,      0,     0.00, Query.fromType(org.jboss.windup.rules.apps.javaee.model.Jbpm3ProcessModel).as(default)
     1,     62,    62.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CajasDeTurno_java.html)"
     1,  14006, 14006.00, AnalyzeJavaFilesRuleProvider.parseFiles
     1,     79,    79.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.14.html)"
     1,     78,    78.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, ModuloPorPerfilUsuario_java.html)"
     1,      1,     1.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,MultithreadedTC (embedded)).as(default)"
     1,     89,    89.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, PlazaGridMB_java.html)"
    18,      0,     0.00, getProjectTraversal
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,GWT (embedded)).as(default)"
     1,     75,    75.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CapturaFacadeImpl_java.html)"
     1,     67,    67.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, HistTurnoEnOperacionPK_java.html)"
     1,     57,    57.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.28.html)"
     1,     68,    68.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.17.html)"
     1,     60,    60.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.65.html)"
     1,     11,    11.00, Query.fromType(org.jboss.windup.rules.apps.xml.model.DoctypeMetaModel).gremlin()org.jboss.windup.rules.apps.javaee.rules.DiscoverHibernateMappingRuleProvider$1@117bf85c.as(default)
     1,     76,    76.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, Procesadora_java.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Stripes (embedded)).as(default)"
     1,    233,   233.00, "FreeMarkerIterationOperation.render(/reports/templates/techReport-boxes.ftl, techReport_1111_1_0_SNAPSHOT_ear.html)"
     1,     76,    76.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, ibm_web_ext_xml.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Hamcrest (embedded)).as(default)"
     1,     49,    49.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CuentaGridMB_java.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Spring Test (embedded)).as(default)"
     1,      3,     3.00, "Query.fromType(org.jboss.windup.graph.model.resource.FileModel).gremlin().has(isDirectory,EQUALS,false).has(filePath,REGEX,.+\.\b(|zip|rar|sar|ear|war|jar)\b$).as(default)"
     1,     64,    64.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CuentaPK_java.html)"
     1,      0,     0.00, Query.fromType(org.jboss.windup.graph.model.resource.ReportResourceFileModel).as(default)
     2,      0,     0.00, Query.fromType(org.jboss.windup.rules.apps.javaee.model.WebXmlModel).as(default)
   224,     31,     0.14, isTagUnderTag
     1,     63,    63.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, ServiceLocator_java.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Twirl (embedded)).as(default)"
     1,     48,    48.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, Envase_java.html)"
     1,     46,    46.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, AsignarCajasTurnoGridMB_java.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Lift JTA (embedded)).as(default)"
     1,     53,    53.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.67.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,OTR4J (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Log4s (embedded)).as(default)"
   162,    162,     1.00, "TypeReferenceService.getPackageUseFrequencies(data,projectModel,nameDepth,recursive)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,BabbageFaces (embedded)).as(default)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JBPM (embedded)).as(default)"
     1,     41,    41.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, TipoMovimiento_java.html)"
     1,      0,     0.00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,AKKA JTA (embedded)).as(default)"
     1,     54,    54.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, DivisaIdNombreDAOImplBeanLocal_java.html)"
     1,     30,    30.00, "Query.fromType(org.jboss.windup.reporting.model.ReportModel).gremlin().has(templateType,EQUALS,FREEMARKER).as(default)"
     1,     42,    42.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.91.html)"
     1,     71,    71.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, TipoDeOperacion_java.html)"
     1,     62,    62.00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, Atm_java.html)"
